product_id,category_id,store_id,name,product_slug,brand,model,description,manufacturer,thumbnail_image,rating,price,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,1,2,Westinghouse 50 4K UHD LED Roku Smart TV,Westinghouse 50 4K UHD LED Roku Smart TV,Westinghouse,Westinghouse,['43 FHD  Roku TV', 'Dolby Audio', '3 HDMI 1.4 (1 ARC), 2 USB', 'Built-In Wi-Fi', 'Access Top Streaming & International Channels', 'Compatible with your Apple AirPlay, Apple HomeKit, Amazon Alexa, and Google Assistant-enabled devices.', 'Free Roku Mobile App: Voice Control, Casting, Private Listening and more!', 'Simple set-up & interface.'," 'Automatic Software Updates']""",Westinghouse,https://target.scene7.com/is/image/Target/GUEST_4098cc7c-991e-4846-b8a5-e0596c1ff207,3.14,269.99,,,,,,,,,,,,,
738,1,2,LG 24 Class HD Smart LED TV - 24LQ520S-PU,LG 24 Class HD Smart LED TV - 24LQ520S-PU,LG Electronics,LG Electronics,"['24 HD (1366 x 768) Display', 'Wide Viewing Angle', 'Cinema Mode', 'WebOS Smart TV', 'Wireless Connection Support', '5W x 2 Stereo Speakers']",LG Electronics,https://target.scene7.com/is/image/Target/GUEST_ef3610b8-65b8-4797-bf5a-add4d820dba9,4.5,119.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,1,2,LG 32 Class HD Smart LED TV - 32LQ630BPUA,LG 32 Class HD Smart LED TV - 32LQ630BPUA,LG Electronics,LG Electronics,"['?5 Gen5 AI Processor LED', 'AI Sound', 'Active HDR (HDR10/HLG)', 'webOS22 LED', 'LG Channels: Free access to programming on over 300+ LG Channels', 'Google Assistant and Alexa Built-In']",LG Electronics,https://target.scene7.com/is/image/Target/GUEST_c73ff831-4623-49f8-b1aa-d520c84e8326,4.36,189.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,1,2,LG 27 Class LED Full HD TV - 27LQ625S-PU,LG 27 Class LED Full HD TV - 27LQ625S-PU,LG Electronics,LG Electronics,"['Full HD (1920 X 1080) IPS Display', 'Wide Viewing Angle', 'webOS Smart TV', 'Wireless Connection Support', '5W x 2 Stereo Speakers & Wall Mountable', '3-Side Virtually Borderless Design']",LG Electronics,https://target.scene7.com/is/image/Target/GUEST_1235d19a-6c80-49d5-aaa9-80c41e9d0f46,4.5,149.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,1,2,Samsung 55 Smart 4K UHD TV (UN55AU8000) - Black,Samsung 55 Smart 4K UHD TV (UN55AU8000) - Black,Samsung,Samsung,[Dynamic Crystal Color - Witness true-to-life color that can't be found on HDTV," with millions of shades revealed through powerful Dynamic Crystal technology."""," ""Crystal Processor 4K - See every detail with stunning clarity. The powerful processor", specifically tuned for Crystal Displays," converts what you're watching to 4K.""", 'Smart TV with Multiple Voice Assistants - Access a world of content beyond streaming. Schedule recordings, search, auto-adjust game settings, seamlessly connect with a host of compatible devices across your home, and control your TV with your voice, all with one easy-to-use remote.', '3 HDMI Ports - Connect up to 3 devices with HDMI.', 'HDR - Enjoy a whole new world of vivid color and detail found in newer films and streaming service content with HDR, also known as High Dynamic Range.'," ""Motion Xcelerator - Never miss a beat with minimized blur and enhanced motion clarity"," and catch all the fast-moving action whether you're watching sports or taking advantage of newer gaming capabilities.""", 'AirSlim - Elevate your space with a TV so slim, so expansive, and so powerful it defies logic.', 'Universal Guide - Find your favorite movies and TV shows easily all in one place, with a simple on-screen guide that provides you with tailored recommendations for exploring new content.', 'PC on TV - Easily access your compatible PC, laptop, and mobile content seamlessly on your TV*.'," ""Disclaimer: *Available on PC's with Window 10 OS or higher.""]""",Samsung,https://target.scene7.com/is/image/Target/GUEST_c92b3c66-04da-4178-9a46-9da6e21d4157,4.63,449.99,,,
742,1,2,Element 70 4K UHD Roku Smart TV,Element 70 4K UHD Roku Smart TV,Element,Element,"['Built-in smart Roku platform with easy-to-use Roku remote for endless streaming', 'Striking 4K UHD (2160p) Resolution and HDR10 for the best viewing experience', 'Works with Google Home, Amazon Alexa, Apple AirPlay, and Apple Home', 'Free Roku mobile app to easily control your Roku TV with everything you need to manage your streaming', '2 Year Limited Warranty Available when registering item within 90 days of purchase', 'Distance Between TV Feet: 58.2']",Element,https://target.scene7.com/is/image/Target/GUEST_7ab6d9be-a1d9-42ab-827c-d64b9e6f0a8e,4.41,499.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,1,2,TCL43 4k UHD HDR Smart Roku TV - 43S455,TCL43 4k UHD HDR Smart Roku TV - 43S455,TCL,TCL,"['Stream free TV, live news, sports, movies, and more', 'Easy Voice Control works with Siri, Alexa and Hey Google', 'Share videos, photos, and music from your Apple device using AirPlay', 'Works seamlessly with Alto Sound Bars featuring Roku TV ReadyTM', 'Dual-band WiFi & Ethernet port', '4 HDMI inputs (1 ARC)']",TCL,https://target.scene7.com/is/image/Target/GUEST_5f6405f8-f34e-4d8f-9fc8-95aa58eeeaf9,3.77,229.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,1,2,LG 75 NanoCell 4K UHD Smart LED HDR TV - 75NANO75,LG 75 NanoCell 4K UHD Smart LED HDR TV - 75NANO75,LG Electronics,LG Electronics,"['Real 4K NanoCell Display', 'Quad Core Processor 4K', 'Built-in acess to Netflix, Prime Video, Apple TV+, Disney+, LG Channels', 'Home Cinema Experience: Active HDR, HDR10, Filmmaker Mode', 'Ultimate Gameplay: Game Optimizer, ALLM, eARC, HGiG', 'webOS + LG ThinQ AI w/ Magic Remote']",LG Electronics,https://target.scene7.com/is/image/Target/GUEST_99408108-1694-4bf7-8ce4-f656ab5108e7,4.45,899.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,1,2,VIZIO V-Series 55 Class 4K HDR Smart TV - V555-J01,VIZIO V-Series 55 Class 4K HDR Smart TV - V555-J01,VIZIO,VIZIO,"['4K Ultra HD - Over 8 million pixels for breathtaking detail. 4 times the resolution of 1080p!', Full Array Backlight  LEDs are evenly distributed across the screen's backlight for superior light uniformity and picture performance.""", 'SmartCast - Instant access to the best selection of apps from top-tier streaming services, and over 250 free channels on WatchFree+. You can even pair your favorite Bluetooth headphones and hear every word - uninterrupted.', 'Apple AirPlay 2 and Chromecast Built-In - Stream, control, mirror and share your content from your Apple or Android devices directly to the TV.'," ""What's Included - VIZIO Voice Remote with batteries", Power Cable," Quick Start Guide and User Manual.""", '3 HDMI 2.1 Ports - Offers the highest video performance for 4K entertainment devices, superior audio quality with eARC for high bit-rate audio pass-through for Dolby Atmos and DTS:X.', 'V-Gaming Engine - Automatically makes the latest console gameplay more responsive with auto game mode, fast response, low lag, and newly-added gaming menu.', 'Dolby Vision Bright Mode - See even more lifelike accuracy, color saturation, black detail," and brightness thanks to color pixel tuning that ramps up depth and detail to new heights. V-Series also supports HDR10/+ and HLG formats.']""",VIZIO,https://target.scene7.com/is/image/Target/GUEST_535552e9-d782-4006-bb8f-859bd84f5fd4,4.51,349.99,,,,,,,,,
746,1,2,Westinghouse 43 4K Ultra HD Roku Smart TV with HDR,Westinghouse 43 4K Ultra HD Roku Smart TV with HDR,Westinghouse,Westinghouse,"['43 4K UHD Roku TV with HDR10', 'Dolby Audio', '3 HDMI (1 ARC), 1 USB', 'Built-In Wi-Fi', 'Access Top Streaming & International Channels', 'Compatible with your Amazon Alexa, Apple AirPlay2, or Google Assistant-enabled devices.', 'Free Roku Mobile App: Voice Control, Casting, Private Listening and more!', 'Simple set-up & interface.', 'Automatic Software Updates']",Westinghouse,https://target.scene7.com/is/image/Target/GUEST_1b91c70d-aa3c-44a4-b90d-70e226011680,3.5,229.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,1,2,"VIZIO 70 Class M7 Series Premium 4K QLED HDR Smart TV with Dolby Vision, Voice Remote and Gaming Engine - M70Q7-J03","VIZIO 70 Class M7 Series Premium 4K QLED HDR Smart TV with Dolby Vision, Voice Remote and Gaming Engine - M70Q7-J03",VIZIO,VIZIO,"['4K Ultra HD - Over 8 million pixels for breathtaking detail. 4 times the resolution of 1080p!', 'Active Full Array with up to 30 Local Dimming Zones - Intelligent adjustment of the active full array backlight to deliver deep black levels for stunning depth and contrast.', 'SmartCast - Instant access to the best selection of apps from top-tier streaming services, and over 250 free channels on WatchFree+. You can even pair your favorite Bluetooth headphones and hear every word - uninterrupted.', 'Apple AirPlay 2 and Chromecast Built-In - Stream, control, mirror and share your content from your Apple or Android devices directly to the TV.', What's Included - VIZIO Voice Remote with batteries", Power Cable," Quick Start Guide and User Manual.""", '4 HDMI 2.1 Ports - Offers the highest video performance for 4K entertainment devices, superior audio quality with eARC for high bit-rate audio pass-through for Dolby Atmos and DTS:X.', 'ProGaming Engine - Automatically optimizes picture mode for gaming and makes the latest console gameplay more responsive with Auto Game Mode, Variable Refresh Rate with AMD FreeSync, HDR gaming with Dolby Vision and HGiG, M-Series lowest input lag, and newly-added gaming menu.', 'Dolby Vision Bright Mode - See even more lifelike accuracy, color saturation, black detail," and brightness thanks to color pixel tuning that ramps up depth and detail to new heights. M-Series also supports HDR10/+ and HLG formats.']""",VIZIO,https://target.scene7.com/is/image/Target/GUEST_16948179-cf07-42d0-9d91-d1c8b3822ea0,4.58,799.99,,,,,,,,,,,,,,
748,1,2,Samsung 32 Smart QLED 4K UHD TV - Titan Gray (QN32Q60A),Samsung 32 Smart QLED 4K UHD TV - Titan Gray (QN32Q60A),Samsung,Samsung,"['100% Color Volume with Quantum Dot - Content can lose its premium look and feel when colors fade in brighter scenes. The powerful processor optimizes the picture while tiny quantum Dot express over a billion shades of color. And when you game or watch, 100% Color Volume assures that its vivid and lifelike  regardless of brightness.*QLED televisions can produce 100% Color Volume in the DCI-P3 color space, the format for most cinema screens and HDR movies for television.', 'Dual LED Backlight - Dedicated warm and cool LED backlights provide enhanced contrast. Embrace every bold detail delivered by innovative backlighting technology that optimizes the backlight colors to dynamically enhance contrast.', 'Quantum HDR - Experience the full effect of every image with dynamic tone mapping that draws from a wider range of color and brightness than HDTV to provide deep blacks, vibrant imagery, and detail that always shines through.', 'Air Slim Design - Elevate your space with a TV so slim, so expansive, and so powerful it defies logic.', Quantum Processor 4K Lite - Transform what you're watching to stunning 4K with an ultra-fast processor that analyzes the incoming picture signal and optimizes all your content."""," ""Motion Xcelerator - Never miss a beat with minimized blur and enhanced motion clarity"," and catch all the fast-moving action whether you're watching sports or taking advantage of newer gaming capabilities.""", 'Super Ultrawide GameView & Game Bar - Broaden your view with the flexibility to change between multiple aspect ratios from 21:9 to 32:9 and adjust the screen position to your eye level for a bigger, better experience.*Super Ultrawide GameView is supported for PC games only.*Super Ultrawide GameView is only available for ultra wide supported games.*Some game title may not support the function or be limited to use this feature. Screen resolution change from external device may be required.', 'Smart TV with Multiple Voice Assistants - Access a world of content beyond streaming. Schedule recordings, search, auto-adjust game settings, seamlessly connect with a host of compatible devices across your home, and control your TV with your voice, all with one easy-to-use remote.', '4K UHD Upscaling - Instantly transforms everything you watch to 4K.', 'Universal Guide - Find your favorite movies and TV shows easily all in one place," with a simple on-screen guide that provides you with tailored recommendations for exploring new content.']""",Samsung,https://target.scene7.com/is/image/Target/GUEST_49ae4436-b217-41b4-ac39-ec7bf6845cba,4.64,399.99,,,,,,,,,,,,,,
749,1,2,LG 77 Class 4K UHD Smart OLED TV - OLED77B2PUA,LG 77 Class 4K UHD Smart OLED TV - OLED77B2PUA,LG Electronics,LG Electronics,"['Self-lighting OLED: Perfect Black, Intense Color, Infinite Contrast', '?7 Gen 5 AI Processor 4K: AI Picture Pro & AI Sound Pro', 'Cinema HDR (Dolby Vision, HDR10, HLG), Dynamic Tone Mapping', 'Home Cinema: Dolby Vision IQ, FILMMAKER MODE', 'webOS 22 w/ Magic Remote', 'LG Channels: Free access to programming on over 300+ LG Channels', 'Ultimate Gameplay: Game Optimizer, VRR, ALLM, HGiG, NVIDIA G-SYNC, FreeSync', 'Google Assistant and Alexa Built-In']",LG Electronics,https://target.scene7.com/is/image/Target/GUEST_07a932c6-634d-4777-b1a2-108356a44ba0,4.71,2099.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,1,2,Samsung 32 The Frame 4K UHD Smart TV - Charcoal Black (QN32LS03B),Samsung 32 The Frame 4K UHD Smart TV - Charcoal Black (QN32LS03B),Samsung,Samsung,"['Art Mode* - Enjoy your personal art exhibit when youre not watching TV. Just switch on Art Mode. When the TVs off, The Frame becomes a display of your art collection, thanks to the built in motion sensor. Show off your own photos and art or from Samsungs Art Store.*Art store fees apply for subscription service.', 'QLED 4K TV with 100% Color Volume* - Bask in a billion shades of brilliant color at 100% Color Volume. Quantum Dot technology brings you a gorgeous picture by transforming light into vivid color that stays true for bold detail, even as the scene brightens. *QLED televisions can produce 100% Color Volume in the DCI P3 color space, the format for most cinema screens and HDR movies for television.', Anti Reflection with Matte Display - Enjoy more screen visibility with virtually no light reflection"," night or day. Now what's on your display can look as good in the morning as it does at night with the lights on. Anti Reflection and the Matte Display Film limits light distraction by reducing glare.""", 'Slim Fit Wall Mount Included - Hang The Frame flush against the wall to look like the real thing with the Slim Fit Wall Mount. Even more, limit the cable clutter to just One Invisible Connection cable that goes to the Slim One Connect box to keep all eyes on whats on actual display. *A small gap between the wall and TV may occur if wall is not 100% flat or is constructed off angle to the floor or if installed incorrectly.', 'Customizable Bezel - Complement your style with the Customizable Bezel for The Frame. Pick the bezel type and color to fit you home décor, and simply snap it on. Its magnetic making it easy to change when the mood or inspiration strikes. *Bezels sold separately. Beveled style is only available for 65&quot; and 55&quot;.', 'Quantum HDR - Go beyond HDTV with Quantum HDR that delivers an expanded range of color and contrast. With an impressive spectrum that deepens blacks and brightens whites, youll finally see the details in the Hollywood movies and shows with HDR.', 'Art Store* - Bring artwork from world famous galleries and museums into your living room. With a subscription to Samsungs Art Store, you have unlimited access to a library of over 1,400 new and classic pieces of art from established and emerging artists. *Fees apply to subscription service.', 'Samsung Collection - Exhibit your own photography, family portraits and other memories. Its easy to upload them to The Frame from your phone or a USB flash drive. And with 6GB of storage in My Collection, youve got lots of room to share masterpieces of your own making.', 'Motion Sensor* - Set up your art to display when youre in the room, and turn off when youre not. Intelligent motion sensors help you maximize energy efficiency. *Motion Sensor operates only in Art Mode. Performance may vary depending on the lighting condition.'," 'Smart TV Powered by Tizen - Stream your favorite shows. Play games. Work out with a trainer. Do all you enjoy with Smart TV Powered by Tizen. Discover your must have apps and streaming services all just a few clicks away.']""",Samsung,https://target.scene7.com/is/image/Target/GUEST_b9b19686-3d65-4d44-b312-2878d1daac60,4.7,549.99,,,,,,,,,,,
751,1,2,Samsung UN43AU8000FXZA Class 8000 Series 4K LED UHD Smart Tizen TV (43 Inch),Samsung UN43AU8000FXZA Class 8000 Series 4K LED UHD Smart Tizen TV (43 Inch),Samsung,Samsung,"['Lifelike pictures with millions of shades of color unleashed by next-level UHD (3840 x 2160 pixels) with Dynamic Crystal technology', 'Crystal Processor 4K is an ultra-fast processor that transforms images to stunning 4K', 'Expands range of color for richer detail that goes beyond HDTV', 'Goes beyond smart TV with next-generation apps, streaming services, advanced controls, voice assistance, and more', 'Easily accesses compatible PC, laptop, and mobile content seamlessly on TV', 'Includes 43 in. 4K smart TV, standard smart remote, user manual, and power cable', '43 in.']",Samsung,https://target.scene7.com/is/image/Target/GUEST_37ef733d-6dde-455f-9765-13c2484fbb38,4.63,593.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,1,2,LG 55 Class 4K UHD Smart Mini LED TV - 55QNED85UQA,LG 55 Class 4K UHD Smart Mini LED TV - 55QNED85UQA,LG Electronics,LG Electronics,"['?7 Gen5 AI Processor 4K', 'Quantum Dot NanoCell Color Technology', 'MiniLED Backlighting', 'Precision Dimming', 'FILMMAKER MODE, Dolby Vision IQ and Dolby Atmos®', 'AI Sound Pro (?7 Gen5 AI Processor)', '100% Color Volume']",LG Electronics,https://target.scene7.com/is/image/Target/GUEST_2400f6f2-f22d-44d9-964f-c5750a091f37,4.73,899.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,1,2,"Sony XR55A90J 55 Class BRAVIA XR OLED 4K Ultra HD Smart Google TV with Dolby Vision HDR""","Sony XR55A90J 55 Class BRAVIA XR OLED 4K Ultra HD Smart Google TV with Dolby Vision HDR""",Sony,Sony,"['COGNITIVE PROCESSOR XR  Revolutionary TV processing technology that understands how humans see and hear to deliver intense contrast with pure blacks, high peak brightness, and natural colors.', 'XR TRILUMINOS PRO - Rediscover everything you watch with billions of accurate colors and see impressive picture quality that is natural and beautiful to the human eye.', 'XR OLED CONTRAST PRO  Feel immersive depth and realism with ultimate blacks and our brightest-ever OLED picture.', 'GOOGLE TV   See 700,000+ movies and TV episodes, plus live TV, all in one place. Google TV brings your favorite content from across your apps and subscriptions and organizes them just for you. Watch content from Netflix, Amazon Prime Video, Disney+, YouTube, the Apple TV app, and many more.', 'BRAVIA CORE  Bring the cinematic experience home. Enjoy streaming high-quality movies included with BRAVIA CORE, exclusively on select Sony TVs.', 'HDMI 2.1   Get the most out of next-gen gaming with BRAVIA XR HDMI 2.1 enabled TVs featuring 4K/120fps and BRAVIA Game Mode for increased frame rate and reduced input lag.', 'XR MOTION CLARITY  Intelligent motion processing for fast-moving, blur-free sports and action-packed movies.', 'XR 4K UPSCALING  Enjoy all your HD content in close to 4K resolution and bring back lost texture and detail with intelligent TV processing.', 'ACOUSTIC SURFACE AUDIO+  The screen is the speaker, perfectly matching sound with the action on screen for a truly immersive experience.', 'DOLBY VISION, IMAX ENHANCED, NETFLIX CALIBRATED MODE  Enjoy immersive and engaging cinematic content as the creator intended.', 'GOOGLE ASSISTANT  Hands-free entertainment with help from Google  just say Hey Google to get started.', 'APPLE AIRPLAY  Works with AirPlay 2 to easily stream content from your Apple device.', '2-WAY MULTI-POSITION STAND  Beautifully designed to complement your unique viewing experience, offering two levels of flexibility  standard low-profile setting or raised to accommodate a soundbar.', 'PREMIUM BACKLIT REMOTE  Premium brushed aluminum, backlit remote with Bluetooth® connectivity for interference-free control of your TV.']",Sony,https://target.scene7.com/is/image/Target/GUEST_6287eb75-5c75-49db-a8c1-790a6938fa98,4.63,1798,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,1,2,"Sony XR65A90J 65 Class BRAVIA XR OLED 4K Ultra HD Smart Google TV with Dolby Vision HDR""","Sony XR65A90J 65 Class BRAVIA XR OLED 4K Ultra HD Smart Google TV with Dolby Vision HDR""",Sony,Sony,"['COGNITIVE PROCESSOR XR  Revolutionary TV processing technology that understands how humans see and hear to deliver intense contrast with pure blacks, high peak brightness, and natural colors.', 'XR TRILUMINOS PRO - Rediscover everything you watch with billions of accurate colors and see impressive picture quality that is natural and beautiful to the human eye.', 'XR OLED CONTRAST PRO  Feel immersive depth and realism with ultimate blacks and our brightest-ever OLED picture.', 'GOOGLE TV  See 700,000+ movies and TV episodes, plus live TV, all in one place. Google TV brings your favorite content from across your apps and subscriptions and organizes them just for you. Watch content from Netflix, Amazon Prime Video, Disney+, YouTube, the Apple TV app, and many more.', 'BRAVIA CORE  Bring the cinematic experience home. Enjoy streaming high-quality movies included with BRAVIA CORE, exclusively on select Sony TVs.', 'HDMI 2.1  Get the most out of next-gen gaming with BRAVIA XR HDMI 2.1 enabled TVs featuring 4K/120fps and BRAVIA Game Mode for increased frame rate and reduced input lag.', 'XR MOTION CLARITY  Intelligent motion processing for fast-moving, blur-free sports and action-packed movies.', 'XR 4K UPSCALING  Enjoy all your HD content in close to 4K resolution and bring back lost texture and detail with intelligent TV processing.', 'ACOUSTIC SURFACE AUDIO+  The screen is the speaker, perfectly matching sound with the action on screen for a truly immersive experience.', 'DOLBY VISION, IMAX ENHANCED, NETFLIX CALIBRATED MODE  Enjoy immersive and engaging cinematic content as the creator intended.', 'GOOGLE ASSISTANT  Hands-free entertainment with help from Google  just say Hey Google to get started.', 'APPLE AIRPLAY  Works with AirPlay 2 to easily stream content from your Apple device.', '2-WAY MULTI-POSITION STAND  Beautifully designed to complement your unique viewing experience, offering two levels of flexibility  standard low-profile setting or raised to accommodate a soundbar.', 'PREMIUM BACKLIT REMOTE  Premium brushed aluminum, backlit remote with Bluetooth® connectivity for interference-free control of your TV.']",Sony,https://target.scene7.com/is/image/Target/GUEST_6287eb75-5c75-49db-a8c1-790a6938fa98,4.64,2498,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,1,2,VIZIO V-Series 50 Class 4K HDR Smart TV - V505-J09,VIZIO V-Series 50 Class 4K HDR Smart TV - V505-J09,VIZIO,VIZIO,"['4K Ultra HD - Over 8 million pixels for breathtaking detail. 4 times the resolution of 1080p!', Full Array Backlight  LEDs are evenly distributed across the screen's backlight for superior light uniformity and picture performance.""", 'SmartCast - Instant access to the best selection of apps from top-tier streaming services, and over 250 free channels on WatchFree+. You can even pair your favorite Bluetooth headphones and hear every word - uninterrupted.', 'Apple AirPlay 2 and Chromecast Built-In - Stream, control, mirror and share your content from your Apple or Android devices directly to the TV.'," ""What's Included - VIZIO Voice Remote with batteries", Power Cable," Quick Start Guide and User Manual.""", '3 HDMI 2.1 Ports - Offers the highest video performance for 4K entertainment devices, superior audio quality with eARC for high bit-rate audio pass-through for Dolby Atmos and DTS:X.', 'V-Gaming Engine - Automatically makes the latest console gameplay more responsive with auto game mode, fast response, low lag, and newly-added gaming menu.', 'Dolby Vision Bright Mode - See even more lifelike accuracy, color saturation, black detail," and brightness thanks to color pixel tuning that ramps up depth and detail to new heights. V-Series also supports HDR10/+ and HLG formats.']""",VIZIO,https://target.scene7.com/is/image/Target/GUEST_e0557f9f-879e-40ac-8b9a-29b44336717e,4.47,269.99,,,,,,,,,
756,1,2,Samsung 55 The Terrace Outdoor TV QLED 4K UHD Smart TV (QN55LST7T),Samsung 55 The Terrace Outdoor TV QLED 4K UHD Smart TV (QN55LST7T),Samsung,Samsung,"['Outdoor Optimized QLED Picture - High quality 4K QLED picture engineered to look incredibly vivid and bright especially in daylight.', 'Weather Resistant Durability IP55 Rated - Resistant to extreme temperatures, and is best in class IP55 rated for weather resistant durability against water and dust.', 'Smart TV Powered by Tizen - Access your favorite apps and streaming services right from your TV.', 'Wide Viewing Angle with Anti-glare - Designed to reduce glare and enhance color no matter where you sit, Ultra Viewing Angle ensures every seat is the best.', 'Wi-Fi and Bluetooth® Connection - Connect to your home Wi-Fi network or pair with Bluetooth devices.']",Samsung,https://target.scene7.com/is/image/Target/GUEST_77e83a55-e364-434e-a2e5-694e3904de01,4.75,2799.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,1,2,Samsung 3.1Ch 400W Soundbar with Wireless Sub - Black (HW-B63M),Samsung 3.1Ch 400W Soundbar with Wireless Sub - Black (HW-B63M),Samsung,Samsung,"['Dolby Digital 5.1 / DTS Virtual:X - Youll be truly captivated with multi directional sound that draws you into the action with Dolby Digital 5.1 capable and DTS Virtual X. Dolby Digital 5.1 creates realistic surround sound by projecting it from all around you, while DTS Virtual: X expands your listening experience without having to add extra speakers putting you at the center of every epic battle and heart stopping car chase.', 'Bass Boost - Feel the rumble of distant thunder as your listening experience is taken to another level. Give your bass an instant boost with the push of a button.', Built in Center Speaker - The built in center speaker is dedicated to delivering enhanced dialogue so you won't miss a word"," no matter how faint the conversation or how intense the background music or action is.""", 'Subwoofer Included - Experience the intensity of action movies or the excitement of sports with the rich, powerful bass coming from the included subwoofer*. *Applicable on Q series, B models and S8 series.', 'Game Mode - Game Mode optimizes your gaming experience with synced, directional audio that moves with the onscreen action, and eliminates distractions. **Compatible with select TVs and select gaming consoles (e.g. Xbox X, PS5). Game console sold separately.', 'One Remote - Streamline the control of your Samsung TV and soundbar including volume with just the Samsung TV remote.* *Only available on select Samsung TVs. Please refer to samsung.com for more information.', 'Voice Enhanced - Voice Enhance optimizes the equalizer and amplifies the dialogue on the screen so that voices can be heard more clearly. *Setting can be controlled by the Samsung soundbar remote and SmartThings App for Wi Fi enabled models.', 'Night Mode - Switch on Night Mode to lower the volume and compress the bass, to prevent disturbing others while they sleep. *Setting can be controlled by the Samsung soundbar remote and SmartThings App for Wi Fi enabled models.', 'Wireless Surround Sound Compatible - Connect easily and seamlessly to'," 'the optional Samsung speakers and enjoy room filling sound without the wires.* *Samsung Rear Speaker Kit sold separately (Accessory models: SWA 9200S). The wireless module requires a power cord to function and speaker cables to connect to.']""",Samsung,https://target.scene7.com/is/image/Target/GUEST_fb2ad853-540a-4c0c-8fa8-b0ae196080ab,4.53,199.99,,,,,,,,,,,,,
758,1,2,VANKYO Leisure 3W Wireless Mini Projector - White,VANKYO Leisure 3W Wireless Mini Projector - White,Vankyo,Vankyo,"['Wireless Mini Projector: Bring accessibility, affordability, and wireless freedom to your home. With a special portable design for home entertainment, the video projector enables screen sharing from IOS or Android devices wirelessly.', 'Stunning Entertainment Experience: With 50ANSI Lumen brightness, an optimum projection screen from 33 to 176, and a video projection distance that can vary from 3.28ft to 18.04ft, This Incredible 1080p supported projector is ideal for your home theater and outdoor activities.', 'Compact Connectivity: The Leisure 3W is a portable project and is compatible with Chromecast, PC, laptop, Xbox, TF card, IOS or Android devices, and more. The enhanced multimedia projector features a variety of choices for you to enjoy games, movies, TV series, or photos.', 'Low Noise and Advanced Cooling System: Equipped With a breakthrough fan noise suppression system as well as an innovative cooling system with heat dispersion, VANKYO Ultra-quiet Video Projector provides exceptional, color-rich performance and immersive images you cant get from a flat-panel TV.']",Vankyo,https://target.scene7.com/is/image/Target/GUEST_f4e20228-20ca-470d-babd-bbfe03e03c2e,4.63,79.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,1,2,TCL Alto 8i 2.1 Channel Dolby Atmos Roku TV Ready Sound Bar &#8211; TS8111,TCL Alto 8i 2.1 Channel Dolby Atmos Roku TV Ready Sound Bar &#8211; TS8111,TCL,TCL,"['Dolby Atmos® surround sound  Dolby Atmos technology brings multi-dimensional sound for greater depth and excitement, so youre able to enjoy a more cinematic experience.', 'Dual Internal subwoofers for pulse-pounding bass  Experience deep, rich bass to make movies and music truly come to life. Feel the beats in music and the impact of an action scene in movies without an additional external subwoofer.', 'Roku TV ReadyTM  Enjoy simple setup, easy access to sound settings, and compatibility with your TCL Roku TV remote.', 'Flexible Connectivity  Connect all your devices with your choice of HDMI (ARC), optical, analog (3.5mm) and USB', 'Stream Music Wirelessly Stream all your favorite music and podcasts from apps like Pandora, Spotify, TuneIn, and more, wirelessly from your smartphone, tablet, or laptop with Bluetooth® wireless technology.', 'Loud, clear sound in a compact design  Enjoy your favorite movies, TV shows, and music with enhanced sound quality.', 'Specially tuned to deliver distortion-free sound at any volume  Sound bar reproduces audio as intended by the artists, without adding color to the sound.', 'Specialized Sound Modes bring movies, music, and TV to life  Sound modes are fine-tuned to deliver content-adapted entertainment. Movie mode enhances the mids and lows of sound for vocal clarity and thumping bass of explosions or punches. Music mode emphasizes the highs, mids, and the lows to ensure true instrument sound reproduction, clear vocals and deep base. TV mode isolates ambient noise from content being played to allow the listener to clearly listen to dialogue, interviews, or debate, without missing a word or context.', 'Included Wall Mounting Kit  Provides a step-by-step guide for easy mounting and includes a mounting template to ensure that you get it right the first time.']",TCL,https://target.scene7.com/is/image/Target/GUEST_1f0971b3-6572-40e0-aa55-f1804a3bfc95,4.03,179.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,1,2,LG 4K UHD Blu-ray Player with HDR Compatibility (UBK80),LG 4K UHD Blu-ray Player with HDR Compatibility (UBK80),LG Electronics,LG Electronics,"['4K Ultra HD Blu-ray Disc Playback', 'Blu-ray & DVD Backward Compatible', 'Hi-Res Audio Playback', 'Wide Body Professional Design']",LG Electronics,https://target.scene7.com/is/image/Target/GUEST_ddd2bfa5-31f3-4b47-b74c-58894b007cde,4.33,179.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
